Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04014:Ras signaling pathway	6	8.955223880597014	0.0012997530266186353	PRKCG, PDGFRA, CSF1R, GNG3, FLT4, RASAL1	32	238	8840	6.9642857142857135	0.16212083851011472	0.12173763965384984	0.11815712084050131
KEGG_PATHWAY	hsa05200:Pathways in cancer	8	11.940298507462686	0.0020579099155112563	PRKCG, PDGFRA, WNT10B, CSF1R, GNG3, COL4A1, FLT4, CAMK2A	32	533	8840	4.146341463414634	0.2443402904275046	0.12173763965384984	0.11815712084050131
KEGG_PATHWAY	hsa04911:Insulin secretion	4	5.970149253731343	0.003282533801894016	PRKCG, CAMK2A, CCK, STX1A	32	86	8840	12.848837209302326	0.36055771123456704	0.12173763965384984	0.11815712084050131
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	6	8.955223880597014	0.003580518813348525	PRKCG, PDGFRA, CSF1R, CACNG8, FLT4, CD14	32	300	8840	5.525	0.3860393328838828	0.12173763965384984	0.11815712084050131
KEGG_PATHWAY	hsa04510:Focal adhesion	5	7.462686567164178	0.005225721287982459	PRKCG, PDGFRA, COL4A1, FLT4, COL6A3	32	203	8840	6.804187192118226	0.509613559684451	0.1421396190331229	0.13795904200273693
KEGG_PATHWAY	hsa04725:Cholinergic synapse	4	5.970149253731343	0.0073951598349113095	PRKCG, GNG3, CHRM4, CAMK2A	32	115	8840	9.608695652173912	0.6355912072234624	0.15358117156561968	0.14906407828427792
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	6	8.955223880597014	0.007904913242348072	PDGFRA, CSF1R, GNG3, COL4A1, FLT4, COL6A3	32	362	8840	4.578729281767956	0.6601802292080963	0.15358117156561968	0.14906407828427792
KEGG_PATHWAY	hsa04921:Oxytocin signaling pathway	4	5.970149253731343	0.01630929200590117	PRKCG, CACNG8, CAMK2A, OXT	32	154	8840	7.175324675324675	0.8931522481555716	0.2772579641003199	0.2691033180973693
KEGG_PATHWAY	hsa05031:Amphetamine addiction	3	4.477611940298507	0.024134713300805445	PRKCG, CAMK2A, STX1A	32	69	8840	12.01086956521739	0.963940286650725	0.3415309611268429	0.33148593285840633
KEGG_PATHWAY	hsa04360:Axon guidance	4	5.970149253731343	0.026009582209252837	EFNB3, CAMK2A, SLIT1, NGEF	32	184	8840	6.005434782608696	0.9722388750598446	0.3415309611268429	0.33148593285840633
KEGG_PATHWAY	hsa05214:Glioma	3	4.477611940298507	0.02887974039885949	PRKCG, PDGFRA, CAMK2A	32	76	8840	10.904605263157894	0.9814163946860524	0.3415309611268429	0.33148593285840633
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	4	5.970149253731343	0.03733902675165623	PRKCG, PDGFRA, CSF1R, FLT4	32	212	8840	5.212264150943396	0.9943457145489554	0.3415309611268429	0.33148593285840633
KEGG_PATHWAY	hsa04080:Neuroactive ligand-receptor interaction	5	7.462686567164178	0.03828432950864223	CHRM4, CCK, OXT, TRPV1, CRHR2	32	368	8840	3.753396739130435	0.9950529055963998	0.3415309611268429	0.33148593285840633
KEGG_PATHWAY	hsa04540:Gap junction	3	4.477611940298507	0.040980413917985514	PRKCG, PDGFRA, TUBB2B	32	92	8840	9.008152173913045	0.9966229549502991	0.3415309611268429	0.33148593285840633
KEGG_PATHWAY	hsa05163:Human cytomegalovirus infection	4	5.970149253731343	0.0438187952245514	PRKCG, PDGFRA, GNG3, CX3CL1	32	226	8840	4.889380530973451	0.9977433325285728	0.3415309611268429	0.33148593285840633
KEGG_PATHWAY	hsa04713:Circadian entrainment	3	4.477611940298507	0.045094329679208664	PRKCG, GNG3, CAMK2A	32	97	8840	8.543814432989691	0.9981179800476218	0.3415309611268429	0.33148593285840633
KEGG_PATHWAY	hsa04750:Inflammatory mediator regulation of TRP channels	3	4.477611940298507	0.0467815247469316	PRKCG, CAMK2A, TRPV1	32	99	8840	8.371212121212121	0.9985203010401366	0.3415309611268429	0.33148593285840633
KEGG_PATHWAY	hsa04061:Viral protein interaction with cytokine and cytokine receptor	3	4.477611940298507	0.04763384769908018	CSF1R, IL34, CX3CL1	32	100	8840	8.2875	0.9986898004103896	0.3415309611268429	0.33148593285840633
KEGG_PATHWAY	hsa04916:Melanogenesis	3	4.477611940298507	0.0484919233335163	PRKCG, WNT10B, CAMK2A	32	101	8840	8.205445544554456	0.9988409633981017	0.3415309611268429	0.33148593285840633
KEGG_PATHWAY	hsa05146:Amoebiasis	3	4.477611940298507	0.05022514134218278	PRKCG, COL4A1, CD14	32	103	8840	8.04611650485437	0.9990954949021738	0.3415309611268429	0.33148593285840633
KEGG_PATHWAY	hsa04020:Calcium signaling pathway	4	5.970149253731343	0.05836203806955981	PRKCG, PDGFRA, FLT4, CAMK2A	32	254	8840	4.350393700787402	0.9997193155327363	0.37796367511714923	0.36684709643723307
KEGG_PATHWAY	hsa04728:Dopaminergic synapse	3	4.477611940298507	0.07769413064128348	PRKCG, GNG3, CAMK2A	32	132	8840	6.278409090909091	0.9999832892382652	0.48029098941884335	0.4661647838477009
KEGG_PATHWAY	hsa05022:Pathways of neurodegeneration - multiple diseases	5	7.462686567164178	0.08636330514647578	PRKCG, WNT10B, TUBB2B, CAMK2A, STX1A	32	483	8840	2.859730848861284	0.9999953740532458	0.510669978257422	0.4956502730145566
