sample_SRR8750789	sample_SRR8750790	sample_SRR8750791	sample_SRR8750792
ENSG00000101307	2.0438351	1.28436740013631	1.855161	2.846014
ENSG00000101310	19.141398	15.10001764	33.778743	22.6732590101618
ENSG00000101311	1.800259	1.4878296	1.76928949586	1.401894
ENSG00000101323	0.0271267	0.115866	0.398199	0.298338
ENSG00000101327	2.9302994	3.0214876	2.585835	1.2702224
ENSG00000101331	2.77977	2.7143571	2.29148	2.76564
ENSG00000101333	6.04766433868	9.144156239	6.301522	6.5084844
ENSG00000101335	27.30416	19.69049	86.8895	553.2365
ENSG00000101336	5.990084	2.906276	12.3120452	10.2292012
ENSG00000101337	17.430126	20.581928	28.027497	17.363633
ENSG00000101342	0.829899	0.752741	2.51846	2.849345
ENSG00000101343	8.5323651	7.26379	10.9407811	10.41769
ENSG00000101346	4.5540223	3.487673	9.209892	6.625711
ENSG00000101347	15.515612	13.7151491	46.7431653	39.7069972108
ENSG00000101349	2.091088	4.950018	1.744687	1.379108447291
ENSG00000101350	19.225	17.8735	38.0711	18.3919
ENSG00000101353	7.326072	10.158949	7.184831	5.981522
ENSG00000101361	116.998635	80.953915	68.795949	73.23996576
ENSG00000101363	70.015771	60.047561	64.527886	54.762212
ENSG00000101365	115.235577	59.568517	70.923354	83.701273
ENSG00000101367	38.7917	27.3764	61.8078	54.5483
ENSG00000101384	2.5085716	4.3744204	16.778061	8.119948
ENSG00000101391	25.5561046339	19.741355269283	20.939477	25.718931
ENSG00000101400	120.804	78.0025	176.553	142.797
ENSG00000101405	12.7921	18687	288.592	11.1715
ENSG00000101407	7.654015	6.797465	14.436045	8.334404
ENSG00000101412	5.08537	1.27054	1.62497	4.8219
ENSG00000101413	6.6292153	8.6239496	14.843555	11.6995524
ENSG00000101417	4.1738952	3.555649	5.829578	4.8413317
ENSG00000101421	170.826	106.589	143.158	131.972
ENSG00000101425	0.20455713	0.24614786	0.12560759	5.037132
ENSG00000101435	0	0	0	0.195608
ENSG00000101438	5.19534	28.7608	10.1647	1.75892
ENSG00000101439	3597.77372	1593.149466	5846.27722	3716.41088
ENSG00000101440	0.772857	0.656188	3.08406	6.38233
ENSG00000101441	0	0	0	0.383064
ENSG00000101442	3.55539	3.54444	4.72797	4.062
ENSG00000101443	27.76798	6.692247	6.311639	14.512308
ENSG00000101444	44.208761	41.857728	43.574769	46.312377
ENSG00000101445	14.4666	5.107594	6.71297500241819	23.9575692
ENSG00000101446	0	0	0.237844	0
ENSG00000101447	0.420376	0.298296	0.270657	0.3377269
ENSG00000101448	0.827459	1.6214029	2.744368	3.5131628
ENSG00000101452	3.294705377	4.6097629	5.336011	5.033766
ENSG00000101457	29.581298	20.871876	34.673992	24.125506
ENSG00000101460	412.38181	291.89682	172.5989	248.35405
ENSG00000101463	33.933195	13.11206	27.21406	33.448464
ENSG00000101464	28.842415	16.9177707	18.831415	22.092139
ENSG00000101470	5.76273	2.376515	4.01056	4.27528
ENSG00000101473	75.869696	40.6954878	56.500911	50.516818
ENSG00000101474	92.20065	82.086448	92.14864	68.113018
ENSG00000101489	166.511844	197.646976	43.117823	56.406285
ENSG00000101493	3.949698	10.006758	11.073584	7.150153
ENSG00000101542	15.4292705	8.7668486	35.426085	16.2640920549969
ENSG00000101544	3.654784	6.51712	6.1667	4.647434
ENSG00000101546	13.806991	10.823908	9.79046	11.016326
ENSG00000101557	21.100728	20.855905	26.358299	18.251357866
ENSG00000101558	106.677341	105.792341	177.274738	122.356449
ENSG00000101574	3.9553493	3.86821000089058	5.389449	2.672556
ENSG00000101577	17.325715	19.230157	31.54701	16.174743
ENSG00000101596	6.0581457	10.3307381	17.2430407	13.1980522
ENSG00000101605	13.448423	8.086069	17.043029	19.23611
ENSG00000101608	62.426293	45.818105	157.895732	146.827889
ENSG00000101624	4.268974	6.26169	7.1523480971702	5.624876
ENSG00000101638	4.1308525	2.5148222	1.6372196	4.96246720128151
ENSG00000101639	6.70848914	8.31099100601652	10.2933350002868	5.7598875
ENSG00000101654	41.3038323	33.4104816	18.945489	26.527423
ENSG00000101665	8.564327	5.019139	15.080122	10.168567
ENSG00000101670	1.5946526	1.510708	2.0480776	1.687055
ENSG00000101680	4.632498	3.7760823	5.737902	2.673101
ENSG00000101695	6.053098	3.35398	7.735176	8.8685
ENSG00000101745	104.077859	83.071683	58.57989	59.079892
ENSG00000101746	5.35687	12.4097599	5.8617602335	3.8892146
ENSG00000101751	7.7906914	10.097772	17.444661	12.2416244
ENSG00000101752	4.3729681	6.7033912	12.41388	5.1685731
ENSG00000101773	8.3556512	7.1590839	8.7580195	9.2642139
ENSG00000101782	17.8256934	15.5945732	20.5854273	21.781757
ENSG00000101811	5.940542	6.04449	8.10028	5.87694
ENSG00000101812	0.735631	2.764629	1.0186462	0.969271
ENSG00000101825	0.0735525	0.0734648	0.166468	0.132813
ENSG00000101842	0.318772	0.640104	0.798374	0.872704
ENSG00000101843	69.033045	79.74925	59.96003	49.32514
ENSG00000101844	5.533158	4.1104669	8.364988	6.2024727
ENSG00000101846	5.5039181	7.6594173	5.5151901	5.333414
ENSG00000101849	9.73935714	12.34843923	42.459733	12.4365469
ENSG00000101850	8.876371	5.541946	12.583047	3.41763
ENSG00000101856	160.1186	174.5901	121.15647	114.38901
ENSG00000101868	4.1215774	3.63831391468	10.8445701	7.632217
ENSG00000101871	3.81119320408	3.6359686001	13.64102657	6.4465304
ENSG00000101882	28.95105	23.72886	22.31365	20.8481
ENSG00000101883	3.93663	2.65192	3.39469	1.95162
ENSG00000101888	3.479785	3.004293	8.49778	5.01976
ENSG00000101890	0.0181201	0.0663538	0.245544	0.11373
ENSG00000101892	0.0549285	0.3089929	0.421055	0.435185
ENSG00000101898	0	0.361535	0.186433	0.0561061
ENSG00000101901	12.4266351	21.1404533720801	23.246877	18.7463
ENSG00000101911	2.634875	5.859936	9.793472	4.870761
ENSG00000101916	0.0637283	0.0907555	0.673395	0.266626
ENSG00000101928	3.657434	4.6996438	8.793428	5.830744
ENSG00000101935	1.4646365	3.1169548	1.6508365	1.9767389
ENSG00000101938	1.60194	3.92189	3.921702	5.1488554
ENSG00000101940	158.33678108	103.507323	94.17162	122.851619
ENSG00000101945	5.609965	5.291939	3.163256	6.571138
ENSG00000101951	0.167735	3.6642364	0.569666	0.758329
ENSG00000101955	18.924205	6.545492547	53.77691	30.328477
ENSG00000101958	5.1512261	11.29351	4.481522	1.6437054
ENSG00000101966	12.5623383	16.450387	11.774006	8.662557
ENSG00000101972	19.6012092	28.446539	52.432425	45.153102
ENSG00000101974	3.23609153164	2.5035575	5.7119773	2.9679730929951
ENSG00000101977	11.505225	11.641272	4.732975	6.537863
ENSG00000101981	0	0	0	0.0128322
ENSG00000101986	4.096682	3.223827	6.722654	5.958141
ENSG00000101997	14.900516	6.7186089	13.307019	12.911726
ENSG00000102001	0.669241	0.853808	1.03803400435614	1.333649
ENSG00000102003	492.834078	390.225308	100.707838	265.665792
ENSG00000102007	17.3363795	16.63487	67.70771	29.095989
ENSG00000102010	0.0646354	0.0995446	0.937083	2.42628700957619
ENSG00000102021	0	0	0.0489399	0
ENSG00000102024	27.5073605	12.011699	30.3384842	45.436191
ENSG00000102030	102.192155	73.367745	96.501268	73.187679
ENSG00000102032	60.172604	23.486215	58.187549	38.73486
ENSG00000102034	1.60755	3.09464	6.3478433	5.75025
ENSG00000102038	20.645594	30.1318575	41.4531	16.245923634
ENSG00000102043	0.6298868	0.688631	0.618248	0.462233
ENSG00000102048	0.245143	0.483193	0.79992618575	0.628774
ENSG00000102053	1.483074	2.516888	2.91206	2.196729
ENSG00000102054	68.524465	51.487843	72.143532	58.581864
ENSG00000102055	0	0.0839725	0.283075	0.271397
ENSG00000102057	1.738584	2.0770768	3.50654	3.11213
ENSG00000102076	0	0.0490679	0.01980677	0.314364
ENSG00000102078	26.170742	34.135693	29.5186848	16.865702
ENSG00000102081	19.9336868077395	18.9234531	27.7654218	22.79980306625
ENSG00000102096	12.076354	13.3056182	14.723879	7.867253
ENSG00000102098	0.667910693508	1.091876	1.458299	0.6543456
ENSG00000102100	15.151739	11.0221152	16.65852549577	13.4749081
ENSG00000102103	118.672894	82.790898	88.143246	80.550281
ENSG00000102104	0	0.0544802	0.244668	0.199216
ENSG00000102109	1130.02969	1957.538909	939.058542	897.47984
ENSG00000102119	57.69693	49.995984	98.530508	70.263182
ENSG00000102125	34.5365951	22.6589067	46.89678	29.754908724648
ENSG00000102128	0.0300661	0.10731	0.103416	0.111802
ENSG00000102144	180.45882	96.907936	213.02564	129.098428
ENSG00000102145	0.0832272	0.221427	0.271828	0.70648400287815
ENSG00000102158	11.649273	7.4820686	18.9633346	18.1841123
ENSG00000102172	58.3627224	42.522303	75.46295	42.518201
ENSG00000102174	1.03246773	1.3701754	6.3983345	2.924404
ENSG00000102178	28.758959	19.676541	29.319383	21.75554
ENSG00000102181	111.700231	75.889841	69.3776580333707	93.45066
ENSG00000102189	5.672475	6.023088	5.485317	4.7942645
ENSG00000102195	0.139564	0.227106	2.04711	0
ENSG00000102218	1.58366	2.12988	6.52325	2.6209
ENSG00000102221	1.967311	1.604815	3.78864	2.761959
ENSG00000102225	63.4526684	36.9212220005335	45.545252	54.216901
ENSG00000102226	172.660485	194.3386339	144.648761	110.510529
ENSG00000102230	6.019925	3.619842	9.760011	8.346063
ENSG00000102239	0.0825994	1.35095	1.85521	0.0518629
ENSG00000102241	68.065476	49.802983	69.1134	46.02383
ENSG00000102243	0.154095	0	0.457228	0.108683
ENSG00000102245	0.0417065	0.113205	0.501063	0.431192
ENSG00000102265	47.71892	41.613441	225.986399	117.696256
ENSG00000102271	3.2495226	0.8318483	2.0164894	5.313395
ENSG00000102287	0.7716191	12.9246692	18.002778	2.1167325
ENSG00000102290	1.36055046	3.0770660005342	1.03471124	0.5789327
ENSG00000102302	1.2611	2.69864	2.71725	0.979431
ENSG00000102309	24.084215	19.484299	17.854352	18.561599
ENSG00000102312	13.972559625	11.993598	12.745066	10.911046397
ENSG00000102313	0	0.0437619	0.109238	0.0982048
ENSG00000102316	139.642116	152.526194	147.128072	102.440302
ENSG00000102317	36.078843	32.99901	18.112287	88.398159
ENSG00000102349	1.1288258	2.2744561	3.1581585	2.527683
ENSG00000102359	5.666286	5.4485197	14.6709561	15.238891
ENSG00000102362	10.0342146	14.235582	63.00467	12.79018
ENSG00000102383	5.1794872	10.794883	15.28224	17.492286
ENSG00000102384	0.761049	1.609627	3.440598	2.3377161
ENSG00000102385	2.4002838	2.791045	2.10571739	27.189476
ENSG00000102387	0.3004944	0.515788	0.611506	0.583312
ENSG00000102390	24.2527	21.053	17.69773	16.53478
ENSG00000102393	10.7276409	6.639947	15.597485	8.202052
ENSG00000102401	41.524384	32.263061	47.153103	33.80939
ENSG00000102409	300.56805	328.51221	204.3769	205.5812
ENSG00000102445	4.6955165	6.4075539	6.7886605	4.9600863
ENSG00000102452	18.9593396	24.3470186092965	16.6661639	20.4042608091
ENSG00000102466	3.88998	8.963531	4.238514	5.665581
ENSG00000102468	12.8631	7.304404	2.788683	8.40637
ENSG00000102471	9.38681970981226	7.8777477799	13.141029	10.637942
ENSG00000102524	2.6617472	2.0837	6.343336	4.120651
ENSG00000102531	8.9834203	23.224041	23.548933	9.85328
ENSG00000102539	0.0604922	0.172221	0.0659512	0.222014
ENSG00000102543	13.528732	10.5867717	8.427632	9.03118
ENSG00000102547	20.061506	18.5012929	74.414857	34.370598
ENSG00000102554	0.4347139	1.909619	7.40507155875	6.093634
ENSG00000102572	18.7453332	23.706179	44.382243	25.94521
ENSG00000102575	3.1809968	1.4977157	5.736396	5.772874
ENSG00000102580	7.8698496	7.402844	20.6186263	10.645643
ENSG00000102595	10.9797534	19.56551492825	25.6111384866	25.4945526757
ENSG00000102606	27.309384054	34.9285487	40.1495575	28.5827833898
ENSG00000102678	4.426419	2.653053	0.901644	2.3687937
ENSG00000102683	0.362902	0.461308	0.246781	0.499031
ENSG00000102699	4.184654	2.3351745	13.09484	6.454723
ENSG00000102710	14.1074404	20.7747098	29.43954	18.0288582
ENSG00000102738	20.505944	22.816694	24.311983	17.887138
ENSG00000102743	3.400293	4.386659	4.068404	3.718703
ENSG00000102753	13.6123	13.38956	22.990236	15.1751
ENSG00000102755	6.60411047586	6.867687918	17.322121	8.290873
ENSG00000102760	135.8293	98.872	177.29	236.6549
ENSG00000102763	3.398422	3.077782	3.929866	3.52635
ENSG00000102780	1.8858093	2.367241	3.6336575042	2.269160188
ENSG00000102781	4.2210005	7.06617	9.906197	5.582462
ENSG00000102786	11.2924408	9.4334781	23.8392555	10.9122173
ENSG00000102794	0.0111645	0.0136258	0	0.0683538
ENSG00000102796	17.166804	17.78290914023	8.2704110276014	19.484778
ENSG00000102802	0.263296	2.822633	1.662625	4.96116
ENSG00000102804	111.493013	141.545356	279.30021	196.642028
ENSG00000102805	19.2183784001505	28.7747470046748	63.000194	61.148779
ENSG00000102837	0.0402163	0.461413	0.222526	4.05267
ENSG00000102854	1.757772	0.7888575	4.7986030556283	0.80154
ENSG00000102858	22.7252491	32.9826372	39.592647	35.190797
ENSG00000102870	7.85723	4.4831	4.51447	6.65476
ENSG00000102871	12.74152	4.176961	19.326383	16.566588
ENSG00000102878	31.8929121	28.629952	45.517602	27.7476244
ENSG00000102879	54.369678	36.223512	62.750180832191	52.682779
ENSG00000102882	269.1164509	147.847579	180.944709	170.5663
ENSG00000102886	5.137593	3.831387	13.166795	4.51236668362
ENSG00000102890	2.8752762	3.459827	4.396437	3.33054240552
ENSG00000102891	0	0.458802	0	0.616239
ENSG00000102893	24.7417748	18.2188233	25.994384	22.181351
ENSG00000102897	26.643431	21.949387	37.89616	25.107868
ENSG00000102898	113.514012	80.785559	116.718211	101.364819
ENSG00000102900	31.2668938	21.992613	19.1577097	21.8861231
ENSG00000102901	37.312708	32.8890334724069	34.428642	28.379531
ENSG00000102904	5.3781145	9.55922067924	20.6485920674509	4.5288215601
ENSG00000102908	4.7011724	7.631823105936	12.10631493708	6.55689418
ENSG00000102910	22.520169	17.573876	27.17917913	17.7290895
ENSG00000102921	6.973083	10.322465	15.262786	7.917921
ENSG00000102924	27.241087	24.562235	7.61428245506	2.967429
ENSG00000102931	47.791025	38.6106564	74.212881	48.1345
ENSG00000102934	210.276259	44.155602	43.98276	313.40482
ENSG00000102935	8.398627	6.0739063	17.6087696033255	7.8161896
ENSG00000102962	0.621071	0.708494	0.7961	1.05725
ENSG00000102967	5.8178127	4.4883626	9.507394	8.6396779
ENSG00000102970	0.291606	0.347941	0.378836	0.812261
ENSG00000102974	18.5136508606703	17.0528569352322	33.5987634014108	20.6866400637
ENSG00000102977	26.545566	17.317319	23.43235	18.398821
ENSG00000102978	46.438077	38.268533	59.766132	46.8615201
ENSG00000102981	29.15921	20.414679	22.838075	21.66237
ENSG00000102984	27.174949365965	26.3376108	14.814809	18.456174
ENSG00000102996	8.60184	8.34999	4.207299	9.48537
ENSG00000103005	20.3434545	22.889893	34.946058	19.6546623
ENSG00000103018	37.923857	32.646461	66.5264	43.81673
ENSG00000103021	5.591662	6.21262758267	18.6718015	5.719186
ENSG00000103023	0.383901100226661	0.335925	1.041866	1.257551
ENSG00000103024	146.267896	129.53646985078	171.427683	112.365847
ENSG00000103034	457.3373662	297.664753	140.8503466	249.531238287989
ENSG00000103035	90.454949	59.1836359	66.67909	71.091108
ENSG00000103037	9.5755295	10.1545008	14.73721435	7.908218
ENSG00000103042	12.4378029	10.434861	10.7440506	12.3560005
ENSG00000103043	50.413455	26.139411	19.4222769	28.8539042
ENSG00000103044	0.7268777	1.072782	0.799215	0.765829
ENSG00000103047	8.651678	10.0647367	12.903369	13.99741
ENSG00000103051	39.419579	25.087223	44.143792	27.178004
ENSG00000103056	5.0545408	11.4105994	5.31122	4.879869
ENSG00000103061	10.6429359	8.656868	16.601884	8.056898
ENSG00000103064	3.7479670789742	6.24970341	8.67795000213035	5.63032455009149
ENSG00000103066	12.30509829	13.1050059	20.816853	11.1088817
ENSG00000103067	0.6290573	1.0300184	2.283032	3.0670607
ENSG00000103089	82.29589	10.132378	28.087797	96.001623
ENSG00000103091	40.5269384	38.480126	56.817978	37.197407
ENSG00000103111	17.5430655	14.1808937	23.218817	18.826546
ENSG00000103121	142.189101	78.189947	105.283787	103.495274
ENSG00000103126	9.344206	9.534172	15.854325	8.976324
ENSG00000103145	393.27357	197.33905	173.00543	213.229299
ENSG00000103148	30.7745289046318	30.2249637	41.063648	26.215676
ENSG00000103150	5.247456	4.613889	6.5312768	5.4995263
ENSG00000103152	64.00666	50.36715	53.69084	52.39994
ENSG00000103154	67.946836	115.518063	58.9963	26.36881
ENSG00000103160	29.8091763	26.579001	23.4453589	17.944687
ENSG00000103168	15.4175196	12.330082	29.571052	24.742763
ENSG00000103174	10.3746559006339	10.1234517	13.793589	10.7145139
ENSG00000103175	12.7784	14.322404	5.860911	11.05838
ENSG00000103184	15.0092	1.62235	3.80208	20.8982
ENSG00000103187	128.267237	86.751461	162.735720229	114.622253
ENSG00000103194	22.1671818	21.0627033	28.78033742159	21.2121176
ENSG00000103196	2.0233478	4.9497937	8.2306276	14.9457714
ENSG00000103197	85.1159663812136	63.808485697	56.2793692879815	59.7729197813599
ENSG00000103199	4.46014001338	4.317921	7.036992	7.267822
ENSG00000103200	0	0	0.957729	2.84432
ENSG00000103202	68.44975129	53.117779	160.32165324327	81.264443
ENSG00000103222	3.88864213	5.0869599	8.8829677	4.5345809
ENSG00000103226	11.793905508246	15.6818206	21.0776854	23.742249
ENSG00000103227	25.943349	13.3938458	21.501479	25.441737
ENSG00000103241	0.628725	1.05718	2.30592	1.80207
ENSG00000103245	32.462247	25.0727068	28.193546	30.8264269
ENSG00000103248	6.5595146	6.963322	12.46257626866	13.88943
ENSG00000103249	59.5069517	42.7339211085272	68.484394	44.783159
ENSG00000103253	78.036557	49.59079533	70.64510603134	57.3629659
ENSG00000103254	86.6953	60.37734	70.75743	59.61428
ENSG00000103257	34.55956	28.9053541	42.168654	31.848246
ENSG00000103260	508.09005	320.34139	418.8082	386.37532
ENSG00000103264	27.216347	28.7725059	30.845224	24.665519
ENSG00000103266	268.427214	159.600757	197.34699	175.11706
ENSG00000103269	27.0892313	31.092931	10.371855	12.143822
ENSG00000103274	20.080886	14.411922	23.537325	21.126963
ENSG00000103275	46.2292703	46.119438	68.2735759589	45.1650331
ENSG00000103310	0.00935504	0.10235212	0.105329	0.185686
ENSG00000103313	0.630444	1.0796545	2.73594	2.99094
ENSG00000103316	185.666463	3.1096913	54.425038	49.556991
ENSG00000103319	1.238677	2.11108	2.428708	1.707294
ENSG00000103326	11.374998	11.6302386	15.984459	11.275106
ENSG00000103335	36.011108	21.9509456	43.851918	53.164415
ENSG00000103342	20.604467	17.2801433	33.855033	23.875886
ENSG00000103343	6.9607	5.16324	7.455587	5.938422
ENSG00000103351	18.4176882	16.605342	38.708765	17.791988
ENSG00000103353	17.85974534511	22.569598392985	22.5620100024693	17.058164918
ENSG00000103355	0.0362261	0.0348899	1.136584939	0.3001652
ENSG00000103356	9.914821	9.5658568	10.009895	12.6170543
ENSG00000103363	677.5191	354.88451	375.07934	416.32521
ENSG00000103365	12.1171134	19.014247	26.577434	11.155373
ENSG00000103375	0.40922	0.372859	0.127436	0.924745
ENSG00000103381	11.42598	5.054974	6.051219	15.619518
ENSG00000103404	6.6358413	4.074696	6.353623	5.963956
ENSG00000103415	107.036496	48.0991959	45.5421507108207	84.508948
ENSG00000103423	23.0490855	15.2343265	23.3512584	18.799516
ENSG00000103426	0.2356905	0.2297256	0.2157055	0.44001
ENSG00000103429	11.562828	11.4656941	16.0406964	14.5200728
ENSG00000103449	14.308747	5.704753	24.28082	17.99035
ENSG00000103460	2.370105	3.118759	1.406423	1.293382
ENSG00000103479	9.6971076	12.2878194	35.7309115	19.235166
ENSG00000103485	39.674446	26.945343	42.744244	39.965833
ENSG00000103489	1.8743393	3.920338	2.178506	2.415742
ENSG00000103490	23.394814	8.801212	38.59507	19.109092
ENSG00000103494	5.7878249	7.2168774	8.886383	6.184104713
ENSG00000103495	88.190320998	69.1792751845577	105.119562	69.891095
ENSG00000103496	90.8257310166303	43.075765714	75.4783228256	72.7807103993
ENSG00000103502	113.2815598	97.5257921	80.671685	86.83301965
ENSG00000103507	34.764231	22.076371	26.836839	27.2877989
ENSG00000103510	38.396194	34.92957	64.095157	41.33897
ENSG00000103512	0.2653591	23.4925631	38.03064	0.2270248
ENSG00000103522	1.6399159	2.3070576	2.405626	1.7257189
ENSG00000103528	23.073692	28.773541	23.85774	12.303855
ENSG00000103534	0.306295	0.3567174	0.6981539303	0.9031435623641
ENSG00000103540	28.959195	17.977346	24.989444	23.264479
ENSG00000103544	32.8435627	24.2934074	30.736184869127	31.6569875
ENSG00000103546	0.0783934	0.346691	1.0110878	1.2769194
ENSG00000103549	45.6195619	32.065181	46.388219	37.849992
ENSG00000103550	97.13428	40.30886	30.55467	23.04734
ENSG00000103569	0.146982	0.332202	0.418143	1.796007
ENSG00000103591	26.59227	21.052376	18.20798	17.723397
ENSG00000103599	1.03539445	1.641418	4.39858120257199	1.571941
ENSG00000103642	8.086694	8.045067	10.486365	6.04944
ENSG00000103647	39.9119266	28.034184	23.990161	35.10825
ENSG00000103653	29.8373412	25.1702688	49.461967	21.72007
ENSG00000103657	24.5186536	33.3240443	30.2859004	33.7086462
ENSG00000103671	15.423779	12.237511	18.338612	19.987358
ENSG00000103707	6.697847	6.637993	10.013357	5.815251
ENSG00000103710	27.694831	25.550908	36.216094	37.664513
ENSG00000103723	44.2897552365039	43.79744887729	18.6462726401653	21.0725437282697
ENSG00000103740	46.445703	14.584304	55.498431	37.3858018
ENSG00000103742	3.877771	5.826888	6.0476809	2.738528
ENSG00000103769	92.2911443	113.28538	119.77909	80.707672
ENSG00000103811	43.7081919000845	31.1470345773	180.978646533742	67.5884826
ENSG00000103832	0.0209125	0.040232	0.0245469	0.176356
ENSG00000103852	5.9102675	3.9530629	18.904185232791	12.6004228
ENSG00000103855	14.356861	15.621108	19.81025433236	11.419085
ENSG00000103876	26.1513479	10.9580368	27.096952	24.4641713
ENSG00000103888	1.9773993	1.604366	14.73315032546	11.741192
ENSG00000103932	11.3848821	9.517799	15.875792	12.150224
ENSG00000103942	7.6406675	9.1657262	8.4948015	9.985763
ENSG00000103966	1.937038	2.213316	4.79233	5.22217
ENSG00000103978	31.3130141	18.5146293	28.2545208	37.918792
ENSG00000103994	16.672301	15.4005011	40.864647	16.9806423
ENSG00000103995	2.786213	5.575228	8.8899363	7.4124107
ENSG00000104043	2.0425746	2.6431732	5.988918109	5.3817123
ENSG00000104044	1.02775	2.277509819667	2.121592	0.803306
ENSG00000104047	10.932428	13.413424	25.8026140010302	14.8689900000426
ENSG00000104055	1.365206	0.41295082	1.261888	1.7758602
ENSG00000104059	0.2287689	1.96283	0.1405777	0.5035342
ENSG00000104064	3.958141884648	4.9224788	7.029185	6.752168
ENSG00000104067	12.799388562	9.2298582	19.368233	18.8588931
ENSG00000104081	0.658061	1.0662044	4.831166	2.612212
ENSG00000104093	28.467716	39.840867	23.5459138000998	23.836042
ENSG00000104112	69.123476	74.459422	73.353909	47.154209
ENSG00000104129	25.384198	19.1446779	18.810341	25.1936562
ENSG00000104131	148.220327	94.6527	87.866318	85.673505
ENSG00000104133	22.020055848	21.99854565	35.5607665	27.5258254704057
ENSG00000104140	2.08022	1.20715	0.142416	1.60014
ENSG00000104142	17.5609822	8.8315714	12.068559	15.346238
ENSG00000104147	0.376486	0.43798	0.892696	0.779998
ENSG00000104154	3.38423	4.38112	6.42684	5.93864
ENSG00000104164	34.8128518	54.4761716	51.155085	52.565479
ENSG00000104177	22.675583	28.7038018	46.391749	23.901254
ENSG00000104205	23.466664	20.483760508714	32.356885	38.501159
ENSG00000104213	5.716292	0.998399	8.819641	6.623714
ENSG00000104218	29.8504911	38.0059731944015	44.2490936091	25.1649209
ENSG00000104219	6.460083	8.002378	18.5277	8.94418
ENSG00000104221	8.0560306	5.286858	9.57598	7.78274
ENSG00000104228	5.2535105	4.784347	5.805251	8.74262
ENSG00000104231	15.3617843	19.96825	27.3637506	15.378625
ENSG00000104237	0.16328215	0.6505287	0.8829315	1.1382233
ENSG00000104267	114.21695	26.955275	96.293822	74.57984
ENSG00000104290	5.816898	8.88749	9.66223	3.79115732794
ENSG00000104299	6.4176646	6.0086945	10.4567842	8.292165
ENSG00000104312	5.193962	5.584692	21.59752	8.204132
ENSG00000104313	2.7142136	2.85734530101884	4.70954785035477	3.9943153
ENSG00000104320	8.703436	13.0479276	20.732978	11.43991432329
ENSG00000104321	0.39683914	0.2671042	1.7209365	1.6989118
ENSG00000104324	23.0655893	19.11803	71.899446	44.726559
ENSG00000104325	64.665545	38.246316	89.628647	74.280764
ENSG00000104327	15.0247594	46.4392820141018	109.445812	7.69891
ENSG00000104331	20.50173	20.908759	21.7169	27.648361
ENSG00000104332	4.74703	1.912588	2.55954	2.660118
ENSG00000104341	47.326027	29.7369262	42.48112	37.14157
ENSG00000104343	6.238326597	8.432287305	11.93037280862	9.776152
ENSG00000104356	1.5080007	1.21111	1.13869	1.526561
ENSG00000104361	3.624831	11.9792019	3.8313735	3.876084
ENSG00000104365	12.8387814	13.7759512	33.6197484	19.5512267807535
ENSG00000104368	10.2449839	6.8959391	13.26798803045	16.07833811
ENSG00000104369	0.432616	1.3329757	1.3589	1.089681
ENSG00000104371	0.505773	0.508075	0.0976747	0.656226
ENSG00000104375	17.1086778	18.0924847	18.059743	20.4079152
ENSG00000104381	31.6544778920183	37.0904783008465	14.524617	20.90932156405
ENSG00000104388	59.9802202	80.5046105	78.917988	60.1404874
ENSG00000104408	159.5324292	131.690547712415	216.430719	149.1736535
ENSG00000104412	80.194043	51.102954	91.987355	82.508137
ENSG00000104413	0.258495	1.2638968731	1.3393377	2.801829831
ENSG00000104415	0.102704	0.0626852	0.591073	1.156456
ENSG00000104419	275.6315985	94.6033673	272.616641	529.135015
ENSG00000104427	10.6171349	15.444058	12.347168	7.520228
ENSG00000104432	1.064138	2.285729	3.18766672130409	0.829322
ENSG00000104435	983.84932	804.31612	189.549564	378.805613
ENSG00000104442	22.7324534	18.7440805	19.740226	18.343043
ENSG00000104447	5.7650062	5.4192853	13.426817	5.694514
ENSG00000104450	5.0330115	6.8136216	24.266682	6.976364
ENSG00000104472	9.316722	5.244926	15.130163	13.909609
ENSG00000104490	35.0293213	26.4370606	31.454785	53.796318
ENSG00000104497	4.9024508	6.5774204287	7.525391	3.785088
ENSG00000104499	0	0.0472907	0.0638731	0.122367
ENSG00000104517	20.9058665	28.4820765	40.2246185	26.657336
ENSG00000104518	9.9378072	5.01035970030815	20.7245966	15.7281768
ENSG00000104522	40.5814875	22.6280126	17.5280201	26.6281369
ENSG00000104524	4.0531693	4.6959908	2.912562	3.486785
ENSG00000104529	397.7882258	188.58392627	361.86605734	314.20216073
ENSG00000104537	0.9890457	0.9296291	1.309001	2.093909
ENSG00000104549	21.9347252	19.706166	26.762797	17.375402
ENSG00000104611	3.393083	5.508426	13.719683	12.0544234
ENSG00000104613	48.5057845	54.212928	69.830222	46.652756
ENSG00000104626	4.215625	3.944921	9.682073	8.268606
ENSG00000104635	6.8770344	5.9945473	22.473473	12.3250614
ENSG00000104643	10.49792	9.895892	7.3006947	7.7557753
ENSG00000104660	16.1622144	19.799899	32.376051	22.03133
ENSG00000104671	78.612078	60.339039	68.608582	77.362706
ENSG00000104679	60.5832021	25.1927664	34.6256756	58.379903
ENSG00000104687	8.0770678	12.0933662	23.274478	12.575907
ENSG00000104689	0.610772	0.85338	3.2433646	2.476534
ENSG00000104691	15.240483	16.489927	17.54547	15.4966994
ENSG00000104695	137.127628	132.25797	272.869369	160.149535
