sample_ERR1709728	sample_ERR1709727	sample_ERR1709726	sample_ERR1709725
ENSMUSG00000031382	0.846682	0.936695	0.872252	1.412314
ENSMUSG00000031383	0.290462	0.505283	0.274277	0.430874
ENSMUSG00000031384	0.144642	0	0	0
ENSMUSG00000031385	15.97128	14.968056	18.70622211898	15.268077
ENSMUSG00000031386	19.60831	20.007443	17.9391084	21.011786
ENSMUSG00000031387	8.554369	10.79295807	10.996444	9.7174578787
ENSMUSG00000031388	66.6735	62.499997	42.90699	54.299141
ENSMUSG00000031389	5.22274611713023	5.36265360996	4.31867770392128	4.9033639
ENSMUSG00000031390	0.532009	0.487669	0.218782	0.403559
ENSMUSG00000031391	87.341026	85.089503	83.87327	115.511337
ENSMUSG00000031392	41.9651497525	46.136788	39.75228991445	44.239477
ENSMUSG00000031393	43.49304	41.81364	43.55104	50.92155
ENSMUSG00000031394	0.53343	1.201517	0.329542	0.801605
ENSMUSG00000031397	0.190093	0.2367702	0.10994	0.118151
ENSMUSG00000031398	23.95758	27.890308	24.208274	28.5625142363
ENSMUSG00000031399	13.849787816	12.869235	13.666227	15.176623
ENSMUSG00000031400	27.58178	30.20328	37.65411	34.48291
ENSMUSG00000031402	54.49285	51.277825	52.198971	50.550536
ENSMUSG00000031403	32.37604	33.672662	30.989471	29.367927
ENSMUSG00000031409	79.8548	84.1347	77.5461	90.4212
ENSMUSG00000031410	0	0.522229	0	0.266982
ENSMUSG00000031411	0	0	0.0503467	0
ENSMUSG00000031422	375.236721001689	374.68609194206	326.479053	395.079747
ENSMUSG00000031424	0	0.118722	0	0.0970552
ENSMUSG00000031425	1287.6117	1260.1684	1965.9693	1038.67897
ENSMUSG00000031428	351.6706	344.3179	277.7957	335.8448
ENSMUSG00000031429	27.13249	25.0703	25.64062	24.90338
ENSMUSG00000031430	0	0.0360421	0.0570362	0.122592
ENSMUSG00000031431	130.278	125.06908	137.37801	117.0487
ENSMUSG00000031432	70.845	66.1182	57.6383	70.883
ENSMUSG00000031433	9.524707	9.6610404	13.066089	10.84545
ENSMUSG00000031434	7.93918303	7.96809	7.25682	8.277763
ENSMUSG00000031438	34.27022	31.215476	24.76476	29.540787
ENSMUSG00000031441	57.89943	62.91929	63.95709	63.12846
ENSMUSG00000031442	100.486057637	100.3252769	92.7426610556123	107.1446713
ENSMUSG00000031443	0.08547	0.0534078	0.0370735	0
ENSMUSG00000031444	1.64388	1.17632	1.27423	0.940526
ENSMUSG00000031445	4.574378	4.75916	4.1416619	4.831006
ENSMUSG00000031446	85.541366	89.690043	90.44662	92.725462
ENSMUSG00000031447	316.67677	327.56573	341.71183	301.77764
ENSMUSG00000031448	0.660839	0.5586383	0.6241573	0
ENSMUSG00000031449	0	0	0	0.109652
ENSMUSG00000031450	14.04480254632	13.50900521	14.147161	12.716363
ENSMUSG00000031451	67.9963	67.399	71.3507	62.5919
ENSMUSG00000031452	0.404012	0.657327	0.29908	0.567792
ENSMUSG00000031453	45.49192	42.493791	37.489574	41.968732
ENSMUSG00000031458	114.19554	110.44575	84.69506	94.3858
ENSMUSG00000031461	0.8460104	1.520679	0.8889004	0.6653932
ENSMUSG00000031465	4.08994	5.02975	4.74302	2.53257
ENSMUSG00000031467	46.41193	44.95513	40.90948	42.29845
ENSMUSG00000031471	0	0	0	0
ENSMUSG00000031478	3.666351	3.71687	4.098339	3.711427
ENSMUSG00000031479	11.3077	10.6356	15.20811	13.7872
ENSMUSG00000031480	3.428345	3.75754680275	3.10444	3.23291
ENSMUSG00000031481	0.184197	0.115099	0.202874	0.286214
ENSMUSG00000031482	12.409803	11.821357	10.244687	9.870862
ENSMUSG00000031483	47.667662	57.817571	48.099954	50.716813
ENSMUSG00000031485	79.982853	71.9459321099	64.288367	74.34926
ENSMUSG00000031486	4.621324	5.23563	6.119958	4.990978
ENSMUSG00000031487	16.990362	16.895359	17.12996	17.35734606667
ENSMUSG00000031488	2.693852	2.7311533	2.5486814	2.4681301
ENSMUSG00000031489	6.565671	4.988974	3.627972	3.300103
ENSMUSG00000031490	13.8011	12.3438	13.3861	14.320485
ENSMUSG00000031491	2.09001	1.67435	16.0857	0.449662
ENSMUSG00000031492	1.307202	1.176359	2.230607	1.2529016
ENSMUSG00000031493	2.153354	1.537795	0.533738	0.788828
ENSMUSG00000031494	0.807663	0.252343	0.412449	0.199495
ENSMUSG00000031495	0	0.114631	0	0
ENSMUSG00000031497	6.189771	4.4735553	6.17298	4.193962
ENSMUSG00000031502	36.950351	29.23454	34.559247	32.275217
ENSMUSG00000031503	20.9285943	19.8178	18.36944	19.62058
ENSMUSG00000031504	0.465359	0.726974	0.756953	1.41004
ENSMUSG00000031505	64.33211	73.10685	64.29226	66.90484
ENSMUSG00000031506	0.6281938	0.926489	0.7554178	0.920159
ENSMUSG00000031508	84.59841	83.12732	72.852926	84.21146
ENSMUSG00000031509	1.44592	1.751001	1.36969	1.58262
ENSMUSG00000031511	105.49364	114.230460035275	96.2147	114.61751
ENSMUSG00000031512	0.857782	1.02667	0.5783515	0.799719
ENSMUSG00000031513	45.9939	49.1967	47.6461	49.1865
ENSMUSG00000031516	138.677157	141.63461	136.816503	157.965039
ENSMUSG00000031517	685.516	675.24	548.798	680.565
ENSMUSG00000031518	0.314044	0.78495	0.81732	1.61033
ENSMUSG00000031519	1.258801	3.68399	3.054752	3.461549
ENSMUSG00000031520	2.56046	3.663019	2.165720128372	1.85004
ENSMUSG00000031521	15.40322	15.54365	17.47228	11.11904
ENSMUSG00000031523	22.942587	23.02385	25.637583	21.547168
ENSMUSG00000031527	10.923779	9.399562	11.375328	10.032555
ENSMUSG00000031529	45.52533	41.24485	48.00929	47.409994
ENSMUSG00000031530	4.3858	4.44897	5.4848	6.95648
ENSMUSG00000031532	331.40063	333.46213	270.45568	316.13947
ENSMUSG00000031533	37.25551	39.80198	34.91731	37.95055
ENSMUSG00000031534	43.19216	44.22687	38.17257	37.97283
ENSMUSG00000031535	0	0.0773008	0.160977	0.230666
ENSMUSG00000031536	57.96746	52.72657	59.5917	54.7594
ENSMUSG00000031537	24.066868	22.0023736316	24.717236	26.61069
ENSMUSG00000031538	36.846511	34.61905	34.75521	29.54234
ENSMUSG00000031539	80.30249	81.45614	66.35322	83.68651
ENSMUSG00000031540	23.170995	17.174184	24.586316	19.9385776
ENSMUSG00000031543	22.2908603599975	29.90152	48.85741091	28.363344
ENSMUSG00000031545	50.28063170829	61.13963	59.12762	55.23056
ENSMUSG00000031546	23.948	28.1993	23.4898	21.4294
ENSMUSG00000031548	3.6615	3.30483	5.21009	2.51805
ENSMUSG00000031549	2.28382	1.9719071	0.58227900581027	0.9287727
ENSMUSG00000031551	1.15936	1.81113	1.08958	3.0625
ENSMUSG00000031552	0.465513	0.40633	0.7834958	0.310002
ENSMUSG00000031553	0.4450514	0.0852201	0.8624344	0.4149258
ENSMUSG00000031554	0.484579	0.562343	0.3766279	0.398908
ENSMUSG00000031555	30.97994012661	29.020722	32.738851	30.995780123672
ENSMUSG00000031556	63.9525	64.55693	56.941374	59.785853
ENSMUSG00000031557	7.09641	7.950976	10.764825	7.755278
ENSMUSG00000031558	55.373345	50.1385009	49.2150690099	46.1038017149964
ENSMUSG00000031561	46.06647	44.289127	37.224944	52.4536
ENSMUSG00000031562	5.870142	10.59979655366	7.9823900352264	7.69059300502632
ENSMUSG00000031563	10.44094	9.904047	9.89739	12.07818
ENSMUSG00000031565	42.548096	41.535805	50.945647	42.3349827
ENSMUSG00000031568	24.283906	23.41798	24.263948	25.420208
ENSMUSG00000031570	26.8697319	27.081194	26.809819	31.9497712359
ENSMUSG00000031574	6.933729	7.334382	6.678706	7.057017
ENSMUSG00000031575	65.655657	65.345969000432	62.772003	67.12841
ENSMUSG00000031576	4.61992	4.33971	4.40292	2.6596327
ENSMUSG00000031577	17.00528	18.71455	16.615939	15.78086
ENSMUSG00000031578	28.153955	35.25139	31.99432	36.801732
ENSMUSG00000031583	15.260024	14.041142	14.788503	15.538989
ENSMUSG00000031584	28.93728	28.70047325062	26.28421	29.22712
ENSMUSG00000031585	25.299886	28.653416	23.6560160050556	29.29234
ENSMUSG00000031586	5.4527182	6.733366	8.215808588959	5.826845
ENSMUSG00000031590	60.6652	64.7481	55.0674	59.926
ENSMUSG00000031591	96.59216	98.922048	100.17413	91.549721
ENSMUSG00000031592	82.49658	76.77872	83.89006	92.06057
ENSMUSG00000031594	1.437507	1.430357	2.52274	2.64727
ENSMUSG00000031595	3.616981	3.381571	4.12185	3.153915
ENSMUSG00000031596	13.587878	13.214713	19.310218	14.505008
ENSMUSG00000031600	59.83485	56.175813	63.045937	58.363014
ENSMUSG00000031601	97.0429500016435	95.2184	96.40173	116.93348
ENSMUSG00000031603	0.109243	0.0682627	0.900318	0.101848
ENSMUSG00000031604	130.55383	127.67027	133.85695	108.22579
ENSMUSG00000031605	100.41756	101.1687	102.6102	107.78059
ENSMUSG00000031608	10.94164	11.738024	12.34026	13.009883
ENSMUSG00000031609	6.41302	6.27233	6.22862	5.71897
ENSMUSG00000031610	29.2845	31.2805	26.4906	31.9693
ENSMUSG00000031613	6.64767	7.71446	7.95021	7.43722
ENSMUSG00000031616	1.260705	1.544108	1.988555	1.407925
ENSMUSG00000031617	58.23747	52.19065	62.72157	55.19251
ENSMUSG00000031618	23.780832	24.46308	34.06314	26.94455
ENSMUSG00000031620	0.314208	0.418932	0.545259	0.312523
ENSMUSG00000031621	0	0	0	0
ENSMUSG00000031622	114.112399	108.160875	99.417185	109.72356
ENSMUSG00000031626	61.6037260539	62.456674398	79.3011345503	95.838727348
ENSMUSG00000031627	33.455411	30.27907	31.808057	26.59404
ENSMUSG00000031628	13.9247984	13.35771	13.23393	12.49684
ENSMUSG00000031629	3.101892447	2.853847	4.3884056	1.704216
ENSMUSG00000031631	27.591763	28.634587	27.604641	25.52552
ENSMUSG00000031633	651.43044	633.41014	636.40134	638.91314
ENSMUSG00000031634	60.62455	57.777376	67.023134	62.031123
ENSMUSG00000031635	0	0.08369386	0.0579479	0.12486847
ENSMUSG00000031636	2.024237	2.411293	3.21393	2.112966
ENSMUSG00000031637	1.152717	0.5846843	0.6937391	0.8429066
ENSMUSG00000031639	4.84111000078042	7.099049	8.55505900069171	5.832045
ENSMUSG00000031640	0	0	0.057096	0
ENSMUSG00000031641	19.36237	18.200398628	14.60071	15.18697
ENSMUSG00000031642	15.19532	13.18849	12.27353	11.61278
ENSMUSG00000031644	35.9376	34.809857	37.5595	43.959402
ENSMUSG00000031645	0	0.36504	0	0.0655043
ENSMUSG00000031647	13.3563910010505	12.90932	20.640744	18.9124
ENSMUSG00000031651	10.5681	9.2233	12.1351	9.83315
ENSMUSG00000031652	27.291094	28.387015	24.93923	28.167446
ENSMUSG00000031654	61.2288	62.3155	43.53636	50.8191
ENSMUSG00000031657	35.64119	36.63629	38.56158	38.92821
ENSMUSG00000031659	17.25156594	16.93854008	14.3616988385	15.173172
ENSMUSG00000031660	35.061152	51.62943	43.015098	48.80187
ENSMUSG00000031661	9.080337	8.05642	11.81606	9.68964
ENSMUSG00000031662	1.792173	1.926196	2.10983	2.383148
ENSMUSG00000031665	3.99119	2.95892	5.26584	4.80677
ENSMUSG00000031666	45.5613350565163	47.1534946351	49.2060505082	48.462737
ENSMUSG00000031667	175.92319	178.7457	174.15259	164.3288985
ENSMUSG00000031668	19.790974	21.959437	19.966799	21.613957
ENSMUSG00000031669	4.02103	3.91857	4.36332	4.34965
ENSMUSG00000031671	22.72065	29.46588	25.973572	29.47555
ENSMUSG00000031672	175.94674	168.45709	177.76776	159.48178
ENSMUSG00000031673	33.71783	31.61286	34.41511	32.44819
ENSMUSG00000031681	24.562318	27.8386	25.922827	27.881209
ENSMUSG00000031682	0.587166	0	0.2546898	0.385288
ENSMUSG00000031683	104.4507	102.7726	102.5953	109.5757
ENSMUSG00000031684	16.2532000790621	12.112579	8.62116544869	6.10760723598
ENSMUSG00000031688	0	0.030273	0.504343	0.0451674
ENSMUSG00000031691	82.685285187	81.77755	82.259513496	75.34398
ENSMUSG00000031696	118.06147	119.105344	117.54375	122.71427
ENSMUSG00000031697	37.58885	38.054783	33.058039	34.244644
ENSMUSG00000031698	0.130353	0.128019	0.40179774	0.692621
ENSMUSG00000031700	36.78042	39.49935	39.595953	41.032755
ENSMUSG00000031701	183.2712	188.8844	181.6046	195.6999
ENSMUSG00000031703	223.63544	220.88902	208.02093	223.19775
ENSMUSG00000031706	11.513674	12.833208	13.132086	13.95893
ENSMUSG00000031708	486.54911	509.953605	492.91792	462.34163
ENSMUSG00000031709	52.5315	51.3425	47.81999	56.4697
ENSMUSG00000031710	0.0978707	0.0611567	0.0849048	0.0912457
ENSMUSG00000031711	40.109278	45.9219	39.04724	49.19719
ENSMUSG00000031712	6.821853	2.507012	3.410934	3.947305
ENSMUSG00000031714	26.55026	24.058	28.7392	22.82321
ENSMUSG00000031715	99.7334	92.11808	94.26042	95.98266
ENSMUSG00000031722	0.214284	0.528077	0.523671	0.112556
ENSMUSG00000031723	13.9994	18.38807	16.15616	17.26675
ENSMUSG00000031725	8.76105	5.5930293	4.15957	6.12456
ENSMUSG00000031727	2.6919	2.49311	1.89613	1.520503
ENSMUSG00000031728	33.47206	31.00409	25.62597	29.3732150322
ENSMUSG00000031729	59.8186	58.7653	59.527398	62.57087
ENSMUSG00000031730	21.720661	24.80404	19.870205	23.4307
ENSMUSG00000031731	45.16958	49.55481	50.74511	50.53012
ENSMUSG00000031732	20.721146	20.84673	18.20852	22.57055
ENSMUSG00000031734	2.80096	2.34196	3.50803	1.284604
ENSMUSG00000031737	1.72758	2.2355135	2.35326	1.009135
ENSMUSG00000031738	0.909639	0.9640798	0.727542	0.385877
ENSMUSG00000031740	2.616129	3.289776	4.103975	2.684266
ENSMUSG00000031748	112.30793	110.00032	127.16649	139.30111
ENSMUSG00000031749	29.78397	30.425407	27.878456	28.98463447
ENSMUSG00000031750	27.871329	29.39424	21.681303	26.505868
ENSMUSG00000031751	139.84413	124.56458	125.6608	122.86037
ENSMUSG00000031753	47.559158	49.570813	50.074025	46.526964
ENSMUSG00000031754	72.78275	72.30075	63.41507	69.37235
ENSMUSG00000031755	33.61011	31.76795	32.30543	34.10173
ENSMUSG00000031756	1.893827	1.911193	2.165184	3.039623667969
ENSMUSG00000031757	0	0	0	0
ENSMUSG00000031758	8.45828	7.27751	7.98684	7.27914
ENSMUSG00000031760	314.23391	329.86739	334.30688	319.21323
ENSMUSG00000031762	112.7661	101.6393	220.9919	148.4943
ENSMUSG00000031765	409.09579	440.76788	604.16892	547.104250035831
ENSMUSG00000031766	1.66397	1.8513464	2.128795	2.887196
ENSMUSG00000031767	9.54594	13.918633	12.864116	12.14862
ENSMUSG00000031770	80.72714	80.34294	77.975805	75.3447600052774
ENSMUSG00000031772	47.7543	44.42258	45.619897	44.221166
ENSMUSG00000031774	43.629516558	40.664262	39.071677	39.771043
ENSMUSG00000031775	97.5689	99.8406	112.85904	74.53764
ENSMUSG00000031776	148.60117	136.36619	141.39087	134.53953
ENSMUSG00000031778	100.86708	103.82554	95.80511	118.41159
ENSMUSG00000031779	0.21317	0.133204	0.333768	0.584896
ENSMUSG00000031780	0.724951	1.81201	1.57227	1.6897
ENSMUSG00000031781	45.45701	48.09876	49.241847	50.21603
ENSMUSG00000031782	61.022887	66.775571	66.109607	57.127307
ENSMUSG00000031783	57.86826	62.49535	59.004972	56.9725
ENSMUSG00000031785	41.425525	52.859793	47.721084	39.91177
ENSMUSG00000031786	1.82064234	2.3783775	2.649146	3.110844
ENSMUSG00000031787	24.95896	23.68607	22.55761	23.38143
ENSMUSG00000031788	39.003183	40.632806	38.892218	41.93368
ENSMUSG00000031789	4.302104	4.79035	3.5091669	5.0941329
ENSMUSG00000031790	9.56035	10.2989	10.049808	11.1982
ENSMUSG00000031791	48.50356	42.774948	45.172151	45.515932
ENSMUSG00000031792	9.380517	8.650626	8.250477	9.342096
ENSMUSG00000031796	52.62349	49.4215456	49.766513	63.62584
ENSMUSG00000031799	44.95006	45.85303	46.888866	44.17748
ENSMUSG00000031803	1.17485	0.949401	1.0233	0.532453
ENSMUSG00000031805	2.308638	2.874699	2.9706813	2.150981
ENSMUSG00000031807	38.026676	32.765717	29.461238	29.98915
ENSMUSG00000031808	76.647495	90.1892	82.19422	81.22808
ENSMUSG00000031809	0	0.161786	0.112305	0
ENSMUSG00000031812	112.69156	125.45826	146.11031	117.738246
ENSMUSG00000031813	32.87486	34.07479	36.397947	32.473737
ENSMUSG00000031816	36.306290268999	39.561547450774	39.7161867758648	35.78739
ENSMUSG00000031818	1144.91843	1147.890922	1100.391682	1036.9028
ENSMUSG00000031819	36.41279	40.4135400060987	34.461058	34.792793
ENSMUSG00000031820	66.99173	67.8962	73.525166	69.04683
ENSMUSG00000031821	3.740307	2.41438	2.47871	2.858833
ENSMUSG00000031822	16.069371	12.92512	14.017755	17.61659
ENSMUSG00000031823	28.67832	25.71283	20.858457	24.442949
ENSMUSG00000031824	95.043545	86.97565	86.151001	93.820814
ENSMUSG00000031825	1.934757373749	2.412935	3.78521	1.350116
ENSMUSG00000031826	44.958045	50.34877	49.7599	54.224583
ENSMUSG00000031827	79.5738	81.05609	66.66788	75.2037
ENSMUSG00000031828	8.01438	7.24261	5.970493	6.318522
ENSMUSG00000031831	0.858967	0.443328	0.575086	0.750958
ENSMUSG00000031832	5.220757	6.494377	5.145577	4.78035033
ENSMUSG00000031833	31.435075	28.827057	32.254191	36.47647
ENSMUSG00000031834	37.990125	40.632684	36.837103	44.04096
ENSMUSG00000031835	63.55327	55.61286	59.97821	62.904742
ENSMUSG00000031837	34.64653	33.67546	33.27613	45.79416
ENSMUSG00000031838	5.29313	4.90794	7.70254	5.25321
ENSMUSG00000031839	211.51032	206.71764	200.40431	228.16082
ENSMUSG00000031840	439.90913	452.28096	447.73674	435.5424
ENSMUSG00000031841	43.085236	45.108431	38.825704	56.982958
ENSMUSG00000031842	2.857549	2.755675	2.3824	2.671082
ENSMUSG00000031843	33.93302	26.98729	24.79751	26.05429
ENSMUSG00000031844	0.8022787	0.615874	0.961907	0.114861
ENSMUSG00000031845	0.242199	0.758553	0.231494	0.30301
ENSMUSG00000031847	2.9857	2.74446	2.568421	3.54921
ENSMUSG00000031848	52.92421	51.70156	51.06569	37.6075
ENSMUSG00000031849	0.3798668	0.399643	1.318169	0.363171
ENSMUSG00000031851	27.52418	25.46973	25.195126	22.93868
ENSMUSG00000031853	1.7479	1.71394	1.51634	1.40395
ENSMUSG00000031858	51.799335	51.65305	48.5224319	48.81817055
ENSMUSG00000031860	19.275515	19.656367	13.754531	13.043017
ENSMUSG00000031861	1.22754	0.922107049	0.810009	1.276195
ENSMUSG00000031862	34.050102	34.8696150087671	30.76698647	37.71863238498
ENSMUSG00000031864	47.089977	51.531016	55.722893	61.91385
ENSMUSG00000031865	181.38292	181.664169	156.91417	175.541236
ENSMUSG00000031870	16.96085	15.8663	12.84187	16.16587
ENSMUSG00000031871	4.13134	4.12567	5.91197	4.64363
ENSMUSG00000031872	6.567828	7.0399037	5.359104	6.28039215
ENSMUSG00000031875	10.201904	12.55347	12.013355	10.856968
ENSMUSG00000031876	0	0	0.0766439	0
ENSMUSG00000031877	2.53353	2.54083	2.62301	2.17138
ENSMUSG00000031878	90.07418	91.43369	95.40695	98.502418
ENSMUSG00000031879	29.46472	31.88786	31.70092	29.70676
ENSMUSG00000031880	7.83687	7.69535	5.51838	9.007935
ENSMUSG00000031881	2.72617	2.45628	2.558407	3.991006
ENSMUSG00000031883	3.7652	2.948357	5.914606	5.168981
ENSMUSG00000031884	0	0	0	0
ENSMUSG00000031885	39.300527	37.76748	36.228029	41.95176
ENSMUSG00000031886	0.0791722	0	0	0.073813
ENSMUSG00000031887	9.3624	7.94513	10.4723599	6.99372
ENSMUSG00000031889	30.48995	32.53908	31.27843	34.30488
ENSMUSG00000031891	0.604819	0.269953	0.524693	0.724987
ENSMUSG00000031893	2.785692	1.33583	0.82785	2.099776
ENSMUSG00000031896	26.049645	28.870479	4.32188	3.509739
ENSMUSG00000031897	97.32423	84.54542	71.209803	78.959989
ENSMUSG00000031898	0	0	0	0
ENSMUSG00000031901	16.296464	18.058742	18.106098	19.446057
ENSMUSG00000031902	16.956329	18.13833	20.7590417	17.44077
ENSMUSG00000031903	16.45694	16.43636	13.624154	18.67768
ENSMUSG00000031904	19.552263	18.427634	16.597706	19.513133
ENSMUSG00000031906	11.3346	12.064086	11.900625	17.507204
ENSMUSG00000031907	13.296661	13.82568	12.87635	14.525942
ENSMUSG00000031910	2.165143	1.902697	2.051886	2.284906
ENSMUSG00000031913	91.40504	95.38814	92.38754	92.63677
ENSMUSG00000031916	25.048062	23.87688	23.65571	25.56617
ENSMUSG00000031917	24.88082	28.084	22.2465	26.85407
ENSMUSG00000031918	68.6364	64.17581	72.34566	67.77295
ENSMUSG00000031919	0.389708	0.243518	0	0
ENSMUSG00000031921	30.62362	33.25304	25.379552	29.56187
ENSMUSG00000031922	46.695890108139	36.74366186673	45.58036659878	40.63507032
ENSMUSG00000031924	82.3301	80.1243	82.02001	80.605226
ENSMUSG00000031925	3.930831	4.364542	4.1468127	5.056669
ENSMUSG00000031927	7.53551909	8.714487	6.752509	13.18472
ENSMUSG00000031928	23.629409	18.0243807	14.013893	14.119287
ENSMUSG00000031930	27.276993	26.884432	29.280329	32.970980411
ENSMUSG00000031931	12.54913	11.46789	13.235948	14.090423
ENSMUSG00000031932	15.674169	15.051258	9.255313	19.07538
ENSMUSG00000031933	0.151031	0.377501	0.655114	0.693935
ENSMUSG00000031934	21.81868	25.209274	20.50204	24.29001
ENSMUSG00000031935	39.90498	35.80296	32.24203	38.31804
ENSMUSG00000031936	0	0.0546287	0.037921	0.0543374
ENSMUSG00000031937	12.2441	11.8242	9.75982	11.7118
ENSMUSG00000031938	16.997000479453	17.627671	17.74902219	21.617243
ENSMUSG00000031939	61.0435510013786	56.224136	54.1100544	60.374098
ENSMUSG00000031948	77.30595	76.456052	74.56184	76.00482
ENSMUSG00000031949	8.63838	8.80584	8.40778	8.15423
ENSMUSG00000031950	332.872013	325.39385	314.30412	314.874229
ENSMUSG00000031951	13.06867	13.46811	11.15519	14.12478
ENSMUSG00000031952	1.15547	1.26353	0.720468	1.00992
ENSMUSG00000031953	5.53305	5.8702	6.06047	4.91128
ENSMUSG00000031954	147.639	145.222	137.09	146.224
ENSMUSG00000031955	21.20294	23.42057	25.1614	26.053594333
ENSMUSG00000031957	93.2687	85.4306	6.61707	1.08019
ENSMUSG00000031958	12.055975	12.162665	13.578709	13.113804
ENSMUSG00000031959	22.35926	19.990144	22.015352	21.47336
ENSMUSG00000031960	84.072416	66.836743	71.026676	65.431379
ENSMUSG00000031962	1.62263	2.56466	1.22136	2.09121
ENSMUSG00000031963	10.014073	11.680522	7.0890599	9.272533
ENSMUSG00000031965	0.153433	0.18414	0.3281009	0.32143
ENSMUSG00000031966	0	0.191052	0.027543	0.28505
ENSMUSG00000031967	24.646439	26.905112	21.18696	28.94508
ENSMUSG00000031969	24.097108	22.870243	26.14767	24.94351
ENSMUSG00000031970	35.76106	31.51549	31.91011	32.93829
ENSMUSG00000031971	8.58558	9.76469	9.73105	14.31032
ENSMUSG00000031972	8.176174	10.606072	2.9069	4.831188
ENSMUSG00000031974	26.8531	26.3203	21.0467	23.0685
ENSMUSG00000031976	7.90855	8.04439	7.54668	7.73045
ENSMUSG00000031979	23.28877	23.762851	24.70336	24.74538
ENSMUSG00000031980	185.5996	199.8502	171.5708	179.4538
ENSMUSG00000031981	0.134852	0.70566	0.548334	0.801398
ENSMUSG00000031982	10.16688	13.06145	10.73191	13.79601
ENSMUSG00000031983	52.4245	55.8771	49.7506	51.936
ENSMUSG00000031984	23.15995	24.60636	23.1282	29.0964
ENSMUSG00000031985	61.06739	54.958077	49.292698	49.99643
ENSMUSG00000031986	12.76221	10.79788	10.85441	11.01722
ENSMUSG00000031987	34.906	34.1835	33.8662	35.0712
ENSMUSG00000031988	51.85697	54.02054	50.2954	53.89099
ENSMUSG00000031990	60.4688	65.97753	65.95522	63.313039
ENSMUSG00000031991	2.597341	2.812434	3.22419	3.299532
ENSMUSG00000031993	33.85162	31.03985	31.30904	35.07189
ENSMUSG00000031994	1.287129	1.363446	1.096161	1.316103
ENSMUSG00000031995	19.3023648	20.33303	19.210674	18.989761
ENSMUSG00000031996	327.67718	329.18985	354.88204	347.94602
ENSMUSG00000031997	9.21348	9.792156	12.302677	10.13679
ENSMUSG00000031998	7.37929	7.81208	6.340962	5.07071
ENSMUSG00000032000	5.92528	6.009608	5.003699	5.181032
ENSMUSG00000032002	131.2775	134.7537	120.0601	133.1437
ENSMUSG00000032006	6.910891	6.888256	9.857074977	6.35016
ENSMUSG00000032009	65.203957	61.25098511041	59.45427	78.747386
ENSMUSG00000032010	11.830054	10.970132	15.041896	18.4154
ENSMUSG00000032011	283.33297	281.0982	338.87199	280.19043
ENSMUSG00000032012	10.691005	10.706612	10.232118	10.88631
ENSMUSG00000032013	0.228266	0.178296	0.48633	0.212814
ENSMUSG00000032014	3.01559	4.782374	4.615186	6.39185
ENSMUSG00000032015	0.216754	0.361201	0.4018962	0.134721
ENSMUSG00000032017	12.53108	11.90428	10.88802	11.80696
ENSMUSG00000032018	74.45601	68.6956	74.5113	62.1233
ENSMUSG00000032020	23.44773	25.739869	29.52894	25.992717
ENSMUSG00000032021	0.18412150952	0.25966255745	0.563081	0.54884
ENSMUSG00000032023	3.858993	1.16905	0.92117252916	0.89568
ENSMUSG00000032024	16.85229	16.452571	15.901748	14.3876
ENSMUSG00000032026	81.60611	77.13076	76.90279	74.184995
ENSMUSG00000032028	1.332586	1.258106	2.635967	1.305526
ENSMUSG00000032030	65.1721	67.50174	67.98687	68.13883
ENSMUSG00000032033	3.70233	3.52052	2.16451	3.00149
ENSMUSG00000032034	4.61044406093	6.04952	4.061306	6.564066
ENSMUSG00000032035	11.955095	10.15363	11.014471	9.3472531651
ENSMUSG00000032036	26.328437	25.6685661	22.380096	28.96602
ENSMUSG00000032038	28.335582	29.51533	34.315771	32.837586
ENSMUSG00000032040	17.77114	19.78847	20.92331	19.728608
ENSMUSG00000032041	5.032915	3.994534	4.753046	5.005888
ENSMUSG00000032042	46.066545	53.36824	54.846	52.39479
ENSMUSG00000032044	9.997655	9.142686	9.072223	10.56804
ENSMUSG00000032046	211.92278	218.594097	202.0684	197.14
ENSMUSG00000032047	91.74772	88.28843	83.39409	83.287759
ENSMUSG00000032050	108.647250000436	110.98176	113.308133	102.21577
ENSMUSG00000032051	28.6516	28.65907	28.21149	27.17547
ENSMUSG00000032053	0	0.0767642	0	0.0572661
ENSMUSG00000032056	0	1.108895	0.659438	0.554327
ENSMUSG00000032057	1.54902	0.752843	0.671904	1.2837
ENSMUSG00000032058	20.625941	18.630337	15.923995	17.405483
ENSMUSG00000032059	32.485411	31.81384	28.776358	30.94168
ENSMUSG00000032060	144.76707	139.70989	185.39921	114.7878
ENSMUSG00000032062	3.763627330893	3.774394416827	3.1167500765992	2.693000866651
ENSMUSG00000032064	70.61034	65.12918	77.070593	78.6724
ENSMUSG00000032065	0.499205	0.826614	1.40584	2.368212
ENSMUSG00000032066	2.23517	2.09505	2.84395	3.40366
ENSMUSG00000032067	72.59827	73.26018	64.46138	59.289264
ENSMUSG00000032068	1.49064	1.581502	1.232857	1.737079
ENSMUSG00000032076	189.83201	186.94299	150.88555	215.80953
ENSMUSG00000032077	10.16155	8.89238	9.408873	12.751767
ENSMUSG00000032078	27.04352	28.627314	40.81542	37.67228
ENSMUSG00000032079	0	0.0424753	0.0294846	0
ENSMUSG00000032080	0	0	0.228145	0.0817277
ENSMUSG00000032081	2.57875	3.68682	1.37528	2.0035
